"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2014","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","346,315.5",""
"2014","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.2",""
"2014","Switzerland","Current prices, million euro","Gross domestic product at market prices","534,923.7",""
"2014","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","472,758.0",""
"2014","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8",""
"2014","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,457.9",""
"2014","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,307.4",""
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.7",""
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","8,562.0",""
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,723.8",""
"2014","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.9",""
"2014","Albania","Current prices, million euro","Gross domestic product at market prices","9,968.6",""
"2014","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,617.8",""
"2014","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2014","Serbia","Current prices, million euro","Gross domestic product at market prices","35,467.5",""
"2014","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,370.7",""
"2014","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","132.8",""
"2014","Turkey","Current prices, million euro","Gross domestic product at market prices","703,411.6",""
"2014","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","771,886.5",""
"2014","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13,988.3",""
"2014","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,443.5",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.4",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,567.5",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,946.0",""
"2015","European Union (current composition)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.9",""
"2015","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","14,828,169.1",""
"2015","European Union (current composition)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,595,144.1",""
"2015","European Union (without United Kingdom)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.0",""
"2015","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","12,216,245.0",""
"2015","European Union (without United Kingdom)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,540,576.4",""
"2015","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.3",""
"2015","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","13,640,671.9",""
"2015","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,453,086.5",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,534,214.0",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,939,901.4",""
"2015","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1",""
"2015","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,534,214.0",""
"2015","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,939,901.4",""
"2015","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.9",""
"2015","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","10,306,535.5",""
"2015","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,726,878.0",""
"2015","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.3",""
"2015","Belgium","Current prices, million euro","Gross domestic product at market prices","411,010.2",""
"2015","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","384,458.3",""
"2015","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.0",""
"2015","Bulgaria","Current prices, million euro","Gross domestic product at market prices","45,288.5",""
"2015","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41,271.5",""
"2015","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.7",""
"2015","Czechia","Current prices, million euro","Gross domestic product at market prices","168,473.3",""
"2015","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","170,325.7",""
"2015","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.6",""
"2015","Denmark","Current prices, million euro","Gross domestic product at market prices","273,017.5",""
"2015","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","259,250.2",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.8",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","3,048,860.0",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,807,621.3",""
"2015","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","119.9",""
"2015","Estonia","Current prices, million euro","Gross domestic product at market prices","20,652.0",""
"2015","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,652.0",""
"2015","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","143.3",""
"2015","Ireland","Current prices, million euro","Gross domestic product at market prices","262,466.2",""
"2015","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","240,415.8",""
"2015","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.7","p"
"2015","Greece","Current prices, million euro","Gross domestic product at market prices","177,258.4","p"
"2015","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","184,773.5","p"
"2015","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.3",""
"2015","Spain","Current prices, million euro","Gross domestic product at market prices","1,081,165.0",""
"2015","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,072,909.0",""
"2015","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.2",""
"2015","France","Current prices, million euro","Gross domestic product at market prices","2,198,432.0",""
"2015","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,099,997.6",""
"2015","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.1",""
"2015","Croatia","Current prices, million euro","Gross domestic product at market prices","44,605.9",""
"2015","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,761.4",""
"2015","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.0",""
"2015","Italy","Current prices, million euro","Gross domestic product at market prices","1,652,085.4",""
"2015","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,557,180.3",""
"2015","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.4",""
"2015","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,746.0",""
"2015","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,839.1",""
"2015","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.9",""
"2015","Latvia","Current prices, million euro","Gross domestic product at market prices","24,320.3",""
"2015","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","21,150.7",""
"2015","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","120.4",""
"2015","Lithuania","Current prices, million euro","Gross domestic product at market prices","37,433.9",""
"2015","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","33,736.5",""
"2015","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.8",""
"2015","Luxembourg","Current prices, million euro","Gross domestic product at market prices","51,578.9",""
"2015","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,119.4",""
"2015","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.2",""
"2015","Hungary","Current prices, million euro","Gross domestic product at market prices","110,898.7",""
"2015","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","108,875.5",""
"2015","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","130.7",""
"2015","Malta","Current prices, million euro","Gross domestic product at market prices","9,643.5",""
"2015","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,625.5",""
"2015","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.8",""
"2015","Netherlands","Current prices, million euro","Gross domestic product at market prices","690,008.0",""
"2015","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","663,458.4",""
"2015","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.5",""
"2015","Austria","Current prices, million euro","Gross domestic product at market prices","344,258.5",""
"2015","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","312,252.3",""
"2015","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.1",""
"2015","Poland","Current prices, million euro","Gross domestic product at market prices","430,254.5",""
"2015","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","419,954.9",""
"2015","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.7",""
"2015","Portugal","Current prices, million euro","Gross domestic product at market prices","179,809.1",""
"2015","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","172,189.6",""
"2015","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.8",""
"2015","Romania","Current prices, million euro","Gross domestic product at market prices","160,297.8",""
"2015","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","145,194.8",""
"2015","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.0",""
"2015","Slovenia","Current prices, million euro","Gross domestic product at market prices","38,863.3",""
"2015","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,980.9",""
"2015","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.5",""
"2015","Slovakia","Current prices, million euro","Gross domestic product at market prices","79,138.2",""
"2015","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","76,733.5",""
"2015","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.8",""
"2015","Finland","Current prices, million euro","Gross domestic product at market prices","209,604.0",""
"2015","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","186,805.0",""
"2015","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.1",""
"2015","Sweden","Current prices, million euro","Gross domestic product at market prices","449,194.7",""
"2015","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","410,401.8",""
"2015","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.9",""
"2015","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,611,924.1",""
"2015","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,051,730.5",""
"2015","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.6",""
"2015","Iceland","Current prices, million euro","Gross domestic product at market prices","15,639.1",""
"2015","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,841.8",""
"2015","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2015","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","5,668.8","p"
"2015","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2015","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.0",""
"2015","Norway","Current prices, million euro","Gross domestic product at market prices","348,408.4",""
"2015","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","353,138.1",""
"2015","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.6",""
"2015","Switzerland","Current prices, million euro","Gross domestic product at market prices","612,658.4",""
"2015","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","479,061.6",""
"2015","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.4",""
"2015","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,654.5",""
"2015","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,419.6",""
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.8",""
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","9,072.3",""
"2015","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,021.6",""
"2015","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.3",""
"2015","Albania","Current prices, million euro","Gross domestic product at market prices","10,264.1",""
"2015","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,831.2",""
"2015","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.4",""
"2015","Serbia","Current prices, million euro","Gross domestic product at market prices","35,715.5",""
"2015","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,945.7",""
"2015","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","140.9",""
"2015","Turkey","Current prices, million euro","Gross domestic product at market prices","772,978.8",""
"2015","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","818,862.7",""
"2015","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.8",""
"2015","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","14,615.7",""
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,857.2",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.0",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,806.9",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,148.5",""
"2016","European Union (current composition)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.0",""
"2016","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","14,958,090.5",""
"2016","European Union (current composition)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,871,664.2",""
"2016","European Union (without United Kingdom)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.2",""
"2016","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","12,554,707.9",""
"2016","European Union (without United Kingdom)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,781,345.8",""
"2016","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.3",""
"2016","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","13,740,284.1",""
"2016","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,693,726.8",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.1",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,827,487.4",""
"2016","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,133,682.5",""
"2016","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.1",""
"2016","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,827,487.4",""
"2016","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,133,682.5",""
"2016","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.9",""
"2016","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","10,591,664.1",""
"2016","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,913,975.9",""
"2016","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.9",""
"2016","Belgium","Current prices, million euro","Gross domestic product at market prices","424,660.3",""
"2016","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","390,181.7",""
"2016","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.2",""
"2016","Bulgaria","Current prices, million euro","Gross domestic product at market prices","48,128.6",""
"2016","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42,896.2",""
"2016","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.3",""
"2016","Czechia","Current prices, million euro","Gross domestic product at market prices","176,370.1",""
"2016","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","174,499.6",""
"2016","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.2",""
"2016","Denmark","Current prices, million euro","Gross domestic product at market prices","282,089.9",""
"2016","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","265,471.4",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.3",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","3,159,750.0",""
"2016","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,870,574.8",""
"2016","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","124.1",""
"2016","Estonia","Current prices, million euro","Gross domestic product at market prices","21,682.6",""
"2016","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,267.9",""
"2016","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","150.5",""
"2016","Ireland","Current prices, million euro","Gross domestic product at market prices","273,238.2",""
"2016","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","252,406.8",""
"2016","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.6","p"
"2016","Greece","Current prices, million euro","Gross domestic product at market prices","176,487.9","p"
"2016","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","184,420.7","p"
"2016","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4","p"
"2016","Spain","Current prices, million euro","Gross domestic product at market prices","1,118,743.0","p"
"2016","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,106,948.0","p"
"2016","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.5","p"
"2016","France","Current prices, million euro","Gross domestic product at market prices","2,228,568.0","p"
"2016","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,124,589.6","p"
"2016","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2016","Croatia","Current prices, million euro","Gross domestic product at market prices","46,639.5",""
"2016","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","46,344.3",""
"2016","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2",""
"2016","Italy","Current prices, million euro","Gross domestic product at market prices","1,689,747.6",""
"2016","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,575,018.0",""
"2016","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9","p"
"2016","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,490.2","p"
"2016","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,697.5","p"
"2016","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.4",""
"2016","Latvia","Current prices, million euro","Gross domestic product at market prices","25,037.7",""
"2016","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","21,587.4",""
"2016","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","123.2",""
"2016","Lithuania","Current prices, million euro","Gross domestic product at market prices","38,849.4",""
"2016","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","34,530.4",""
"2016","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.6",""
"2016","Luxembourg","Current prices, million euro","Gross domestic product at market prices","53,303.0",""
"2016","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","47,231.5",""
"2016","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.7",""
"2016","Hungary","Current prices, million euro","Gross domestic product at market prices","113,903.8",""
"2016","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","111,358.8",""
"2016","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","138.1",""
"2016","Malta","Current prices, million euro","Gross domestic product at market prices","10,343.0",""
"2016","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,116.4",""
"2016","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.1",""
"2016","Netherlands","Current prices, million euro","Gross domestic product at market prices","708,337.0",""
"2016","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","677,999.5",""
"2016","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.7",""
"2016","Austria","Current prices, million euro","Gross domestic product at market prices","356,237.6",""
"2016","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","318,620.9",""
"2016","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","119.6",""
"2016","Poland","Current prices, million euro","Gross domestic product at market prices","426,547.5",""
"2016","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","432,816.5",""
"2016","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.5",""
"2016","Portugal","Current prices, million euro","Gross domestic product at market prices","186,480.5",""
"2016","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","175,505.5",""
"2016","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.3",""
"2016","Romania","Current prices, million euro","Gross domestic product at market prices","170,393.6",""
"2016","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","152,165.3",""
"2016","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.1",""
"2016","Slovenia","Current prices, million euro","Gross domestic product at market prices","40,357.2",""
"2016","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,115.5",""
"2016","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.1",""
"2016","Slovakia","Current prices, million euro","Gross domestic product at market prices","81,226.1",""
"2016","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","79,131.7",""
"2016","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.3",""
"2016","Finland","Current prices, million euro","Gross domestic product at market prices","216,111.0",""
"2016","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","191,433.0",""
"2016","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.1",""
"2016","Sweden","Current prices, million euro","Gross domestic product at market prices","463,147.5",""
"2016","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","421,416.8",""
"2016","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.9",""
"2016","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,403,382.6",""
"2016","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,088,440.8",""
"2016","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","123.0",""
"2016","Iceland","Current prices, million euro","Gross domestic product at market prices","18,735.0",""
"2016","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,713.1",""
"2016","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2016","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","5,631.1","e"
"2016","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2016","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.3",""
"2016","Norway","Current prices, million euro","Gross domestic product at market prices","335,747.5",""
"2016","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","357,331.1",""
"2016","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.3",""
"2016","Switzerland","Current prices, million euro","Gross domestic product at market prices","605,753.7",""
"2016","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","486,732.4",""
"2016","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.7",""
"2016","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,954.2",""
"2016","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,520.4",""
"2016","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.1",""
"2016","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","9,656.5",""
"2016","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,250.0",""
"2016","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.9","p"
"2016","Albania","Current prices, million euro","Gross domestic product at market prices","10,740.0","p"
"2016","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,160.8","p"
"2016","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.9",""
"2016","Serbia","Current prices, million euro","Gross domestic product at market prices","36,723.0",""
"2016","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","34,046.2",""
"2016","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","145.4",""
"2016","Turkey","Current prices, million euro","Gross domestic product at market prices","780,224.9",""
"2016","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","844,933.9",""
"2016","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.2",""
"2016","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","15,287.9",""
"2016","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,292.9",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.7",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","6,070.0",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","5,358.0",""
"2017","European Union (current composition)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.6",""
"2017","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","15,377,371.4",""
"2017","European Union (current composition)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,208,704.3",""
"2017","European Union (without United Kingdom)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.9",""
"2017","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","13,045,284.1",""
"2017","European Union (without United Kingdom)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,083,125.8",""
"2017","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.7",""
"2017","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","14,054,518.8",""
"2017","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,975,732.0",""
